baseline_target_id,centroid_x,centroid_y,baseline_score,baseline_evidence_status,scenario_count,matched_scenario_count,candidate_occurrence_frequency,centroid_match_occurrence_frequency,geometry_occurrence_frequency_25,geometry_occurrence_frequency_50,internally_stable_occurrence_frequency,internally_stable_geometry_occurrence_frequency_25,geometry_coverage_mean,geometry_coverage_q05,score_q05,score_median,score_q95,rank_q05,rank_median,rank_q95,rank_percentile_q05,rank_percentile_median,rank_percentile_q95,centroid_shift_q50_m,centroid_shift_q95_m,robustness_tier,decision_tier
T001,15439612.33,5112857.6325,0.4789502917909561,internal_partial,15,13,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,0.0,0.4789373959274819,0.4789502917909561,0.5014403003376269,20.6,23.0,27.799999999999983,0.5662765957446808,0.6206896551724138,0.6824314306893995,0.0,670.8203932516029,robust_occurrence,recurring_unstable_candidate
T002,15441612.33,5091357.6325,0.5332391142534804,internal_supported,15,11,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5176658529728084,0.5332391142534804,0.5546703548242843,2.5,3.0,6.5,0.9264964788732395,0.9655172413793104,0.9733333333333334,0.0,637.3774391990981,conditional_occurrence,conditional_internal_candidate
T003,15422212.330000002,5090957.6325,0.525313392090076,internal_supported,15,14,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8,0.8,1.0,0.42000000000000004,0.5203892080809617,0.525313392090076,0.5702721647270631,2.95,5.0,19.849999999999987,0.6850014380212828,0.9310344827586207,0.9725352112676057,0.0,2010.4869256479037,robust_occurrence,high_confidence_internal
T004,15396038.105,5075384.432499999,0.4432701702505778,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,0.13292766666671885,0.4421555941987505,0.4432701702505778,0.5202411408036691,42.0,56.0,64.6,0.02280701754385965,0.051724137931034475,0.30835834680212404,0.0,6026.87425990838,robust_occurrence,recurring_unstable_candidate
T005,15444938.105,5061584.432499999,0.4632120997826603,internal_partial,15,15,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8983920000000112,0.45923737590102653,0.4632120997826603,0.539992808398579,24.200000000000003,34.0,47.0,0.31306990881458974,0.43103448275862066,0.6137431693989066,0.0,3442.7168928618285,robust_occurrence,recurring_unstable_candidate
T006,15417938.105,5060384.4325,0.4574681742039177,internal_partial,15,14,1.0,0.9333333333333333,1.0,0.9333333333333333,0.0,0.0,1.0,0.8473200000000186,0.45671616021245803,0.4574681742039177,0.47613185242407247,37.6,40.0,47.89999999999999,0.14335649153278332,0.3275862068965517,0.37934272300469485,0.0,1049.9999999999989,robust_occurrence,recurring_unstable_candidate
T007,15429938.105,5060384.4325,0.4558944792691649,internal_partial,15,15,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9946400000000373,0.4544341412366704,0.4558944792691649,0.5310647295698803,29.900000000000002,43.0,49.19999999999999,0.1191489361702128,0.27586206896551724,0.5564534749480485,0.0,2741.3008984248268,robust_occurrence,recurring_unstable_candidate
T008,15405723.81928571,5059741.575357142,0.4681537856693692,internal_partial,15,15,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6617579761905197,0.46631258327161673,0.4681537856693692,0.5431376586192445,19.1,27.0,32.3,0.46541353383458645,0.5517241379310345,0.6757377049180325,0.0,3803.0652707576796,robust_occurrence,recurring_unstable_candidate
T009,15381638.105,5054984.432500001,0.4633166527652139,internal_partial,15,15,1.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,0.6381102115333289,0.455054136662256,0.4633166527652139,0.5430216568329533,23.0,33.0,44.39999999999999,0.1463605823068309,0.4482758620689655,0.6500115446779029,0.0,6352.276738262904,robust_occurrence,recurring_unstable_candidate
T010,15396938.105,5054384.4325,0.4612480862652602,internal_partial,15,11,1.0,0.7333333333333333,1.0,0.9333333333333333,0.0,0.0,1.0,0.8480576923333464,0.45756859135195593,0.4612480862652602,0.5331379790487003,37.0,37.0,53.0,0.24682377049180332,0.3793103448275862,0.3971830985915493,0.0,7800.983502249965,robust_occurrence,recurring_unstable_candidate
