centroid_x,centroid_y,period_count,supporting_periods,node_ids_json,network_criticality,removal_impact,period_persistence,parameter_stability,total_score,any_top20,ambiguous_match_count,match_id,target_cluster,target_id,geometry_wkt
15419438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1381, ""海西期"": 1790}",0.7359263577910362,0.0,0.5,0.5,0.4575742252268627,True,0,M01838,5,T006,"POLYGON ((15418126.94 5061944.148, 15421126.94 5061944.148, 15421126.94 5058944.148, 15418126.94 5058944.148, 15418126.94 5061944.148))"
15422438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1430, ""海西期"": 1851}",0.7347574171008835,0.0,0.5,0.5,0.45716509598530924,True,0,M01839,5,T006,"POLYGON ((15421126.94 5061944.148, 15424126.94 5061944.148, 15424126.94 5058944.148, 15421126.94 5058944.148, 15421126.94 5061944.148))"
15425438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1479, ""海西期"": 1912}",0.7342280999207422,0.0,0.5,0.5,0.4569798349722598,True,0,M01840,6,T007,"POLYGON ((15424126.94 5061944.148, 15427126.94 5061944.148, 15427126.94 5058944.148, 15424126.94 5058944.148, 15424126.94 5061944.148))"
15428438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1528, ""海西期"": 1973}",0.7323072795313413,0.0,0.5,0.5,0.45630754783596944,True,0,M01841,6,T007,"POLYGON ((15427126.94 5061944.148, 15430126.94 5061944.148, 15430126.94 5058944.148, 15427126.94 5058944.148, 15427126.94 5061944.148))"
15431438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1577, ""海西期"": 2034}",0.7301488896694958,0.0,0.5,0.5,0.4555521113843235,True,0,M01842,6,T007,"POLYGON ((15430126.94 5061944.148, 15433126.94 5061944.148, 15433126.94 5058944.148, 15430126.94 5058944.148, 15430126.94 5061944.148))"
15434438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1626, ""海西期"": 2095}",0.7278240653831618,0.0,0.5,0.5,0.45473842288410665,True,0,M01843,6,T007,"POLYGON ((15433126.94 5061944.148, 15436126.94 5061944.148, 15436126.94 5058944.148, 15433126.94 5058944.148, 15433126.94 5061944.148))"
15437438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1675, ""海西期"": 2156}",0.7255964903327266,0.0,0.5,0.5,0.4539587716164543,True,0,M01844,4,T005,"POLYGON ((15436126.94 5061944.148, 15439126.94 5061944.148, 15439126.94 5058944.148, 15436126.94 5058944.148, 15436126.94 5061944.148))"
15440438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1724, ""海西期"": 2217}",0.7219904691670032,0.0,0.5,0.5,0.4526966642084511,True,0,M01845,4,T005,"POLYGON ((15439126.94 5061944.148, 15442126.94 5061944.148, 15442126.94 5058944.148, 15439126.94 5058944.148, 15439126.94 5061944.148))"
15443438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1773, ""海西期"": 2278}",0.7919687804634437,0.0,0.5,0.5,0.47718907316220527,True,0,M01846,4,T005,"POLYGON ((15442126.94 5061944.148, 15445126.94 5061944.148, 15445126.94 5058944.148, 15442126.94 5058944.148, 15442126.94 5061944.148))"
15446438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1822, ""海西期"": 2339}",0.7882602175863984,0.0,0.5,0.5,0.47589107615523946,True,0,M01847,4,T005,"POLYGON ((15445126.94 5061944.148, 15448126.94 5061944.148, 15448126.94 5058944.148, 15445126.94 5058944.148, 15445126.94 5061944.148))"
15449438.105,5060384.4325,2,喜山期|海西期,"{""喜山期"": 1871, ""海西期"": 2400}",0.7367336517970988,0.0,0.5,0.5,0.45785677812898457,True,0,M01848,4,T005,"POLYGON ((15448126.94 5061944.148, 15451126.94 5061944.148, 15451126.94 5058944.148, 15448126.94 5058944.148, 15448126.94 5061944.148))"
