baseline_target_id,centroid_x,centroid_y,baseline_score,baseline_evidence_status,scenario_count,matched_scenario_count,candidate_occurrence_frequency,centroid_match_occurrence_frequency,geometry_occurrence_frequency_25,geometry_occurrence_frequency_50,internally_stable_occurrence_frequency,internally_stable_geometry_occurrence_frequency_25,geometry_coverage_mean,geometry_coverage_q05,score_q05,score_median,score_q95,rank_q05,rank_median,rank_q95,rank_percentile_q05,rank_percentile_median,rank_percentile_q95,centroid_shift_q50_m,centroid_shift_q95_m,robustness_tier,decision_tier
T071,15421538.105,4993184.432499999,0.519928266066667,internal_supported,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8,0.8666666666666667,1.0,0.0,0.49645144559536436,0.519928266066667,0.5416298870195102,4.0,12.0,18.199999999999996,0.7800279850746269,0.8625,0.9532543103448275,9.313225746154785e-10,6302.256586811547,robust_occurrence,high_confidence_internal
T072,15411338.105,4992584.432499999,0.4826944145582071,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.0,0.13333333333333333,1.0,0.0,0.4719030376284556,0.4826944145582071,0.5411475232639769,18.9,31.0,50.849999999999994,0.3193269230769231,0.625,0.7696189024390244,9.313225746154785e-10,4776.294845805874,robust_occurrence,recurring_unstable_candidate
T073,15449813.105,4988759.4325,0.4784651114013848,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.0,0.06666666666666667,1.0,0.0,0.46993591873659324,0.4784651114013848,0.5517738647459061,21.2,36.0,45.69999999999998,0.43404850746268664,0.5625,0.7445884146341463,0.0,3566.894585213133,robust_occurrence,recurring_unstable_candidate
T074,15401063.105,4988384.4325,0.4462633538164318,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8,0.0,0.0,1.0,0.0,0.44433223979083225,0.4462633538164318,0.5123919186546819,57.15,69.0,77.35,0.04562500000000002,0.15000000000000002,0.272827743902439,0.0,3984.294972053649,robust_occurrence,recurring_unstable_candidate
T075,15438295.247857144,4988384.4325,0.5147922546711318,internal_supported,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8,0.6666666666666666,1.0,0.0,0.49524501994746756,0.5147922546711318,0.5780463762056804,5.9,14.0,25.49999999999999,0.7258333333333333,0.8375,0.9278212595558791,0.0,4651.492040231194,robust_occurrence,recurring_but_grade_sensitive
T076,15462188.105,4987634.4325,0.460222350558948,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8,0.0,0.0,1.0,0.0,0.45670525800034256,0.460222350558948,0.5269388803814893,41.55,53.0,64.74999999999999,0.10853658536585367,0.35,0.4836458333333333,889.0058636306006,4434.646688169893,robust_occurrence,recurring_unstable_candidate
T077,15425738.105,4986584.432499999,0.5385853577051826,internal_supported,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,0.0,0.5200988019947462,0.5385853577051826,0.5894705136992682,2.95,4.0,10.449999999999998,0.8677403846153846,0.9625,0.975625,9.313225746154785e-10,4736.871636266353,robust_occurrence,high_confidence_internal
T078,15413652.390714282,4983455.861071428,0.4759400698537117,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.0,0.2,1.0,0.0,0.4574747407615547,0.4759400698537117,0.5306739089654335,24.4,39.0,52.199999999999996,0.36874999999999997,0.525,0.6566165023352359,0.0,2945.7613482246893,robust_occurrence,recurring_unstable_candidate
T079,15434438.104999997,4980884.432499999,0.489899129886864,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.0,0.13333333333333333,1.0,0.0,0.4756161147055839,0.489899129886864,0.5303757780317931,16.1,24.0,52.79999999999998,0.27270522388059704,0.7125,0.8048780487804879,0.0,4326.159754552252,robust_occurrence,recurring_unstable_candidate
T080,15444438.104999997,4980134.432499999,0.4665648597070382,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,0.0,0.46210945740839776,0.4665648597070382,0.5174694480489188,30.4,43.0,66.59999999999998,0.18740853658536583,0.475,0.5706730769230768,0.0,3868.10058676889,robust_occurrence,recurring_unstable_candidate
T081,15425009.533571424,4976170.146785714,0.4634073017706811,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.06666666666666667,0.06666666666666667,1.0,0.0,0.4614300180457743,0.4634073017706811,0.5195431534757893,21.0,46.0,69.6,0.15701219512195125,0.4375,0.6989894278606966,0.0,4267.220753638677,robust_occurrence,recurring_unstable_candidate
