baseline_target_id,centroid_x,centroid_y,baseline_score,baseline_evidence_status,scenario_count,matched_scenario_count,candidate_occurrence_frequency,centroid_match_occurrence_frequency,geometry_occurrence_frequency_25,geometry_occurrence_frequency_50,internally_stable_occurrence_frequency,internally_stable_geometry_occurrence_frequency_25,geometry_coverage_mean,geometry_coverage_q05,score_q05,score_median,score_q95,rank_q05,rank_median,rank_q95,rank_percentile_q05,rank_percentile_median,rank_percentile_q95,centroid_shift_q50_m,centroid_shift_q95_m,robustness_tier,decision_tier
T055,15412104.771666666,5011717.765833333,0.4828899047501436,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.2,0.2,1.0,0.0,0.4828859337396778,0.4840305777668007,0.5625949565883585,7.95,30.0,41.69999999999999,0.49524390243902433,0.6375,0.9167708333333333,0.0,6059.685239238624,robust_occurrence,recurring_unstable_candidate
T056,15395652.390714282,5009813.003928571,0.5005330819755696,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.0,0.4960159925245525,0.5005330819755696,0.5624725785042137,6.9,20.0,36.09999999999998,0.604644525168656,0.7625,0.9268749999999999,0.0,4896.393628531218,robust_occurrence,recurring_unstable_candidate
T057,15405509.533571424,5008098.718214286,0.5320728798239,internal_supported,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.7333333333333333,1.0,0.0,0.5083391778664741,0.5320728798239,0.5631206371463942,4.7,7.0,19.299999999999997,0.7612668365489625,0.925,0.9554255319148935,2943.76029968935,6143.32885279484,robust_occurrence,recurring_but_grade_sensitive
T058,15371138.105,5007584.432499999,0.4415393056829348,internal_partial,15,13,0.7333333333333333,0.8666666666666667,0.7333333333333333,0.7333333333333333,0.0,0.0,1.0,0.0,0.4415393056829348,0.44155292057596063,0.5175839670887974,56.4,79.0,83.79999999999998,0.025000000000000022,0.025000000000000022,0.22743902439024385,0.0,2824.7341349453486,conditional_occurrence,fragile_unstable_candidate
T059,15459509.533571424,5007241.575357142,0.4842844538409096,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8,0.0,0.06666666666666667,1.0,0.0,0.4594018896589092,0.4842844538409096,0.5366027934419121,22.6,29.0,63.49999999999999,0.15504690431519697,0.65,0.7303008070432868,0.0,6208.1595748256605,robust_occurrence,recurring_unstable_candidate
T060,15387938.105,5006384.432499999,0.501786179814638,internal_supported,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.8,0.6666666666666666,1.0,0.0,0.4944633841535666,0.501786179814638,0.5560774202138294,6.0,19.0,28.599999999999987,0.6175464142701129,0.775,0.9274038461538462,1.862645149230957e-09,4377.057427644251,robust_occurrence,recurring_but_grade_sensitive
T061,15421438.104999997,5005384.432499999,0.4759674730669871,internal_partial,15,13,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.13333333333333333,1.0,0.0,0.47596406934373064,0.478378940311787,0.5252594483431225,16.0,38.0,52.99999999999996,0.3810365853658537,0.5375,0.8191810344827586,0.0,4245.257125541851,robust_occurrence,recurring_unstable_candidate
T062,15431866.676428571,5004241.575357144,0.4474656807342056,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,0.0,0.4474656807342056,0.4480189895727472,0.5244492162378231,52.6,68.0,72.19999999999999,0.13603109656301143,0.16249999999999998,0.3913744918699187,9.313225746154785e-10,5580.682301807294,robust_occurrence,recurring_unstable_candidate
T063,15363188.105,5004134.4325,0.4621005564019453,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,0.0,0.4584134669488972,0.4621005564019453,0.5245686128038417,43.0,50.0,65.69999999999999,0.20280487804878047,0.38749999999999996,0.43708333333333327,0.0,1654.7900333683588,robust_occurrence,recurring_unstable_candidate
T064,15446438.105,5001884.4325,0.5472932900986838,internal_supported,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.7333333333333333,1.0,0.0,0.5206840050449307,0.5472932900986838,0.5929809686991565,1.7000000000000002,2.0,14.499999999999973,0.8519054878048781,0.9875,0.9925531914893617,0.0,3012.5957709267873,robust_occurrence,recurring_but_grade_sensitive
T065,15414938.105,5000384.4325,0.5461567414472552,internal_supported,15,13,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8,0.7333333333333333,1.0,0.0,0.5178698572169054,0.5461567414472552,0.5760635841645877,3.0,3.0,16.0,0.7979362101313321,0.975,0.9764893617021276,0.0,4210.5785851349665,robust_occurrence,recurring_but_grade_sensitive
T066,15386063.105,4998509.4325,0.4893443669694519,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,0.0,0.46698170587247734,0.4893443669694519,0.5296990206006766,23.95,25.0,53.099999999999994,0.3554878048780488,0.7,0.7044680851063829,0.0,3284.453809746009,robust_occurrence,recurring_unstable_candidate
T067,15395138.105,4997984.432499999,0.4518850693697288,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,0.0,0.4509865372482331,0.4518850693697288,0.5242815709640175,43.1,62.0,72.39999999999999,0.08097925009100841,0.23750000000000004,0.47812499999999997,0.0,4569.463863517832,robust_occurrence,recurring_unstable_candidate
T068,15404938.105000002,4997384.4325,0.4766652739099764,internal_partial,15,14,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.13333333333333333,0.13333333333333333,1.0,0.0,0.47431269973001405,0.4766652739099764,0.5726910264446657,11.25,37.0,38.75,0.55,0.5569148936170213,0.8726219512195121,0.0,2859.329389815607,robust_occurrence,recurring_unstable_candidate
T069,15430892.650454544,4996020.796136363,0.4552618626310148,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.0,0.06666666666666667,1.0,0.0,0.4530735829919338,0.4552618626310148,0.5294678394832534,22.9,60.0,61.8,0.23819628647214855,0.26249999999999996,0.7190025482344374,0.0,5907.061660312887,robust_occurrence,recurring_unstable_candidate
T070,15461438.104999997,4995884.432499999,0.4531279766547285,internal_partial,15,15,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,0.0,0.45081115954422496,0.4531279766547285,0.5195439068424966,42.7,61.0,65.19999999999999,0.18416044776119406,0.25,0.3942581300813006,0.0,3706.0682759947817,robust_occurrence,recurring_unstable_candidate
