vertex1_x,vertex1_y,vertex2_x,vertex2_y,vertex3_x,vertex3_y,vertex4_x,vertex4_y,Area,Areal Frequency B20,Areal Frequency P20,Branch Mean Length,Branch Min Length,Branch Max Length,Connections per Branch,Connections per Trace,Connection Frequency,Dimensionless Intensity B22,Dimensionless Intensity P22,Fracture Density (Mauldon),Fracture Intensity B21,Fracture Intensity (Mauldon),Fracture Intensity P21,Number of Branches,Number of Branches (Real),Number of Traces,Number of Traces (Real),Trace Mean Length,Trace Min Length,Trace Max Length,1(NC/NB)Number of connected nodes per branch,2(NC/NL)Number of connected nodes per fault line,3(NB/NL)Number of branches per fault line,4(NC/A)Number of connected nodes per unit area,5(N_BA)Number of branch faults per unit area,6(N_LA)The number of fault lines per unit area
15359475.39,4998890.548,15362475.39,4998890.548,15362475.39,4995890.548,15359475.39,4995890.548,63515106.93,0,0,0,8316.826161,8316.826161,0,0,0,0,1.089025914,,0.000130942,,0.000130942,0,1,0,1,8316.826161,8316.826161,8316.826161,0,0,0,0,0,0
15359475.39,4995890.548,15362475.39,4995890.548,15362475.39,4992890.548,15359475.39,4992890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4992890.548,15362475.39,4992890.548,15362475.39,4989890.548,15359475.39,4989890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4989890.548,15362475.39,4989890.548,15362475.39,4986890.548,15359475.39,4986890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4986890.548,15362475.39,4986890.548,15362475.39,4983890.548,15359475.39,4983890.548,63515106.93,0,0,0,7789.558797,7789.558797,0,0,0,0,0.955319595,,0.000122641,,0.000122641,0,1,0,1,7789.558797,7789.558797,7789.558797,0,0,0,0,0,0
15359475.39,4983890.548,15362475.39,4983890.548,15362475.39,4980890.548,15359475.39,4980890.548,63515106.93,0,0,0,8897.592631,8897.592631,0,0,0,0,1.246430313,,0.000140086,,0.000140086,0,1,0,1,8897.592631,8897.592631,8897.592631,0,0,0,0,0,0
15359475.39,4980890.548,15362475.39,4980890.548,15362475.39,4977890.548,15359475.39,4977890.548,63515106.93,0,0,0,5601.745729,5601.745729,0,0,0,0,0.494048687,,8.82E-05,,8.82E-05,0,1,0,1,5601.745729,5601.745729,5601.745729,0,0,0,0,0,0
15359475.39,4977890.548,15362475.39,4977890.548,15362475.39,4974890.548,15359475.39,4974890.548,63515106.93,7.87E-09,7.87E-09,8032.652087,4016.326043,4016.326043,0,0,0,0.507938211,0.253969105,,6.32E-05,,6.32E-05,0.5,1,0.5,1,4016.326043,4016.326043,4016.326043,0,0,1,0,7.87E-09,31757553.47
15359475.39,4974890.548,15362475.39,4974890.548,15362475.39,4971890.548,15359475.39,4971890.548,63515106.93,7.87E-09,7.87E-09,9516.248107,4758.124054,4758.124054,0,0,0,0.712893219,0.356446609,,7.49E-05,,7.49E-05,0.5,1,0.5,1,4758.124054,4758.124054,4758.124054,0,0,1,0,7.87E-09,31757553.47
15359475.39,4971890.548,15362475.39,4971890.548,15362475.39,4968890.548,15359475.39,4968890.548,63515106.93,7.87E-09,7.87E-09,6644.143693,3322.071847,3322.071847,0,0,0,0.347512958,0.173756479,,5.23E-05,,5.23E-05,0.5,1,0.5,1,3322.071847,3322.071847,3322.071847,0,0,1,0,7.87E-09,31757553.47
15359475.39,4968890.548,15362475.39,4968890.548,15362475.39,4965890.548,15359475.39,4965890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4965890.548,15362475.39,4965890.548,15362475.39,4962890.548,15359475.39,4962890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4962890.548,15362475.39,4962890.548,15362475.39,4959890.548,15359475.39,4959890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4959890.548,15362475.39,4959890.548,15362475.39,4956890.548,15359475.39,4956890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4956890.548,15362475.39,4956890.548,15362475.39,4953890.548,15359475.39,4953890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4953890.548,15362475.39,4953890.548,15362475.39,4950890.548,15359475.39,4950890.548,63515106.93,7.87E-09,7.87E-09,1688.001732,844.0008661,844.0008661,0,0,0,0.022430489,0.011215245,,1.33E-05,,1.33E-05,0.5,1,0.5,1,844.0008661,844.0008661,844.0008661,0,0,1,0,7.87E-09,31757553.47
15359475.39,4950890.548,15362475.39,4950890.548,15362475.39,4947890.548,15359475.39,4947890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4947890.548,15362475.39,4947890.548,15362475.39,4944890.548,15359475.39,4944890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15359475.39,4944890.548,15362475.39,4944890.548,15362475.39,4941890.548,15359475.39,4941890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5121890.548,15365475.39,5121890.548,15365475.39,5118890.548,15362475.39,5118890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5118890.548,15365475.39,5118890.548,15365475.39,5115890.548,15362475.39,5115890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5115890.548,15365475.39,5115890.548,15365475.39,5112890.548,15362475.39,5112890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5112890.548,15365475.39,5112890.548,15365475.39,5109890.548,15362475.39,5109890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5109890.548,15365475.39,5109890.548,15365475.39,5106890.548,15362475.39,5106890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5106890.548,15365475.39,5106890.548,15365475.39,5103890.548,15362475.39,5103890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5103890.548,15365475.39,5103890.548,15365475.39,5100890.548,15362475.39,5100890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5100890.548,15365475.39,5100890.548,15365475.39,5097890.548,15362475.39,5097890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5097890.548,15365475.39,5097890.548,15365475.39,5094890.548,15362475.39,5094890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5094890.548,15365475.39,5094890.548,15365475.39,5091890.548,15362475.39,5091890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5091890.548,15365475.39,5091890.548,15365475.39,5088890.548,15362475.39,5088890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5088890.548,15365475.39,5088890.548,15365475.39,5085890.548,15362475.39,5085890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5085890.548,15365475.39,5085890.548,15365475.39,5082890.548,15362475.39,5082890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5082890.548,15365475.39,5082890.548,15365475.39,5079890.548,15362475.39,5079890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5079890.548,15365475.39,5079890.548,15365475.39,5076890.548,15362475.39,5076890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5076890.548,15365475.39,5076890.548,15365475.39,5073890.548,15362475.39,5073890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5073890.548,15365475.39,5073890.548,15365475.39,5070890.548,15362475.39,5070890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5070890.548,15365475.39,5070890.548,15365475.39,5067890.548,15362475.39,5067890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5067890.548,15365475.39,5067890.548,15365475.39,5064890.548,15362475.39,5064890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5064890.548,15365475.39,5064890.548,15365475.39,5061890.548,15362475.39,5061890.548,63515106.93,0,0,0,7033.334765,7033.334765,0,0,0,0,0.778835151,,0.000110735,,0.000110735,0,1,0,1,7033.334765,7033.334765,7033.334765,0,0,0,0,0,0
15362475.39,5061890.548,15365475.39,5061890.548,15365475.39,5058890.548,15362475.39,5058890.548,63515106.93,5.51E-08,2.36E-08,3806.882673,125.7538661,7690.465804,1.142857143,1.333333333,1.57E-08,0.798601268,0.559020887,,0.000209778,,0.000209778,3.5,6,1.5,5,2664.817871,125.7538661,7690.465804,0.285714286,0.666666667,5,1.57E-08,4.000000024,95272660.4
15362475.39,5058890.548,15365475.39,5058890.548,15365475.39,5055890.548,15362475.39,5055890.548,63515106.93,5.51E-08,2.36E-08,4000.036527,883.4423538,5610.130647,1.142857143,1.333333333,1.57E-08,0.881696111,0.617187278,,0.000220422,,0.000220422,3.5,6,1.5,5,2800.025569,1794.410999,5610.130647,0.285714286,0.666666667,5,1.57E-08,4.000000024,95272660.4
15362475.39,5055890.548,15365475.39,5055890.548,15365475.39,5052890.548,15362475.39,5052890.548,63515106.93,7.87E-09,7.87E-09,5329.538211,2664.769106,2664.769106,0,0,0,0.223600171,0.111800086,,4.20E-05,,4.20E-05,0.5,1,0.5,1,2664.769106,2664.769106,2664.769106,0,0,1,0,7.87E-09,31757553.47
15362475.39,5052890.548,15365475.39,5052890.548,15365475.39,5049890.548,15362475.39,5049890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5049890.548,15365475.39,5049890.548,15365475.39,5046890.548,15362475.39,5046890.548,63515106.93,7.87E-09,7.87E-09,19257.29719,1245.561866,8383.086727,0,0,0,2.919332997,0.729833249,,0.000151596,,0.000151596,0.5,2,0.5,2,4814.324297,1245.561866,8383.086727,0,0,1,0,7.87E-09,31757553.47
15362475.39,5046890.548,15365475.39,5046890.548,15365475.39,5043890.548,15362475.39,5043890.548,63515106.93,7.87E-09,7.87E-09,19939.45692,1320.669363,8649.059098,0,0,0,3.129821877,0.782455469,,0.000156966,,0.000156966,0.5,2,0.5,2,4984.86423,1320.669363,8649.059098,0,0,1,0,7.87E-09,31757553.47
15362475.39,5043890.548,15365475.39,5043890.548,15365475.39,5040890.548,15362475.39,5040890.548,63515106.93,0,0,0,4089.17587,4089.17587,0,0,0,0,0.263265861,,6.44E-05,,6.44E-05,0,1,0,1,4089.17587,4089.17587,4089.17587,0,0,0,0,0,0
15362475.39,5040890.548,15365475.39,5040890.548,15365475.39,5037890.548,15362475.39,5037890.548,63515106.93,1.57E-08,1.57E-08,2158.947205,134.5978567,2024.349348,0,0,0,0.073384951,0.036692476,,3.40E-05,,3.40E-05,1,2,1,2,1079.473603,134.5978567,2024.349348,0,0,1,0,1.57E-08,63515106.93
15362475.39,5037890.548,15365475.39,5037890.548,15365475.39,5034890.548,15362475.39,5034890.548,63515106.93,1.57E-08,1.57E-08,3237.446254,321.7331454,2915.713108,0,0,0,0.165016777,0.082508389,,5.10E-05,,5.10E-05,1,2,1,2,1618.723127,321.7331454,2915.713108,0,0,1,0,1.57E-08,63515106.93
15362475.39,5034890.548,15365475.39,5034890.548,15365475.39,5031890.548,15362475.39,5031890.548,63515106.93,1.57E-08,1.57E-08,6194.551742,1550.427062,4644.12468,0,0,0,0.604147157,0.302073579,,9.75E-05,,9.75E-05,1,2,1,2,3097.275871,1550.427062,4644.12468,0,0,1,0,1.57E-08,63515106.93
15362475.39,5031890.548,15365475.39,5031890.548,15365475.39,5028890.548,15362475.39,5028890.548,63515106.93,7.87E-09,7.87E-09,11891.06349,5945.531746,5945.531746,0,0,0,1.113100472,0.556550236,,9.36E-05,,9.36E-05,0.5,1,0.5,1,5945.531746,5945.531746,5945.531746,0,0,1,0,7.87E-09,31757553.47
15362475.39,5028890.548,15365475.39,5028890.548,15365475.39,5025890.548,15362475.39,5025890.548,63515106.93,7.87E-09,7.87E-09,9968.886363,4984.443182,4984.443182,0,0,0,0.782323294,0.391161647,,7.85E-05,,7.85E-05,0.5,1,0.5,1,4984.443182,4984.443182,4984.443182,0,0,1,0,7.87E-09,31757553.47
15362475.39,5025890.548,15365475.39,5025890.548,15365475.39,5022890.548,15362475.39,5022890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,5022890.548,15365475.39,5022890.548,15365475.39,5019890.548,15362475.39,5019890.548,63515106.93,0,0,0,7967.626293,7967.626293,0,0,0,0,0.999495582,,0.000125445,,0.000125445,0,1,0,1,7967.626293,7967.626293,7967.626293,0,0,0,0,0,0
15362475.39,5019890.548,15365475.39,5019890.548,15365475.39,5016890.548,15362475.39,5016890.548,63515106.93,7.87E-09,7.87E-09,16457.44302,8228.721509,8228.721509,0,0,0,2.132149687,1.066074843,,0.000129555,,0.000129555,0.5,1,0.5,1,8228.721509,8228.721509,8228.721509,0,0,1,0,7.87E-09,31757553.47
15362475.39,5016890.548,15365475.39,5016890.548,15365475.39,5013890.548,15362475.39,5013890.548,63515106.93,0,0,0,4902.585958,7375.879284,0,0,0,0,1.186809847,,0.000193316,,0.000193316,0,2,0,2,6139.232621,4902.585958,7375.879284,0,0,0,0,0,0
15362475.39,5013890.548,15365475.39,5013890.548,15365475.39,5010890.548,15362475.39,5010890.548,63515106.93,0,0,0,8960.5912,8960.5912,0,0,0,0,1.264143265,,0.000141078,,0.000141078,0,1,0,1,8960.5912,8960.5912,8960.5912,0,0,0,0,0,0
15362475.39,5010890.548,15365475.39,5010890.548,15365475.39,5007890.548,15362475.39,5007890.548,63515106.93,0,0,0,5866.966987,7124.264056,0,0,0,0,1.328597968,,0.000204538,,0.000204538,0,2,0,2,6495.615521,5866.966987,7124.264056,0,0,0,0,0,0
15362475.39,5007890.548,15365475.39,5007890.548,15365475.39,5004890.548,15362475.39,5004890.548,63515106.93,0,0,0,6236.728174,8983.726689,0,0,0,0,1.823678314,,0.000239635,,0.000239635,0,2,0,2,7610.227432,6236.728174,8983.726689,0,0,0,0,0,0
15362475.39,5004890.548,15365475.39,5004890.548,15365475.39,5001890.548,15362475.39,5001890.548,63515106.93,0,0,0,6357.640421,8973.867226,0,0,0,0,1.850387554,,0.000241384,,0.000241384,0,2,0,2,7665.753824,6357.640421,8973.867226,0,0,0,0,0,0
15362475.39,5001890.548,15365475.39,5001890.548,15365475.39,4998890.548,15362475.39,4998890.548,63515106.93,0,0,0,7169.243298,8411.762929,0,0,0,0,1.911102467,,0.000245312,,0.000245312,0,2,0,2,7790.503113,7169.243298,8411.762929,0,0,0,0,0,0
15362475.39,4998890.548,15365475.39,4998890.548,15365475.39,4995890.548,15362475.39,4995890.548,63515106.93,0,0,0,8556.18075,8556.18075,0,0,0,0,1.152611285,,0.000134711,,0.000134711,0,1,0,1,8556.18075,8556.18075,8556.18075,0,0,0,0,0,0
15362475.39,4995890.548,15365475.39,4995890.548,15365475.39,4992890.548,15362475.39,4992890.548,63515106.93,0,0,0,644.328878,644.328878,0,0,0,0,0.006536393,,1.01E-05,,1.01E-05,0,1,0,1,644.328878,644.328878,644.328878,0,0,0,0,0,0
15362475.39,4992890.548,15365475.39,4992890.548,15365475.39,4989890.548,15362475.39,4989890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4989890.548,15365475.39,4989890.548,15365475.39,4986890.548,15362475.39,4986890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4986890.548,15365475.39,4986890.548,15365475.39,4983890.548,15362475.39,4983890.548,63515106.93,0,0,0,6589.707499,6589.707499,0,0,0,0,0.683683725,,0.00010375,,0.00010375,0,1,0,1,6589.707499,6589.707499,6589.707499,0,0,0,0,0,0
15362475.39,4983890.548,15365475.39,4983890.548,15365475.39,4980890.548,15362475.39,4980890.548,63515106.93,0,0,0,8991.090996,8991.090996,0,0,0,0,1.272763618,,0.000141558,,0.000141558,0,1,0,1,8991.090996,8991.090996,8991.090996,0,0,0,0,0,0
15362475.39,4980890.548,15365475.39,4980890.548,15365475.39,4977890.548,15362475.39,4977890.548,63515106.93,0,0,0,7155.56713,7155.56713,0,0,0,0,0.806141144,,0.000112659,,0.000112659,0,1,0,1,7155.56713,7155.56713,7155.56713,0,0,0,0,0,0
15362475.39,4977890.548,15365475.39,4977890.548,15365475.39,4974890.548,15362475.39,4974890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4974890.548,15365475.39,4974890.548,15365475.39,4971890.548,15362475.39,4971890.548,63515106.93,7.87E-09,7.87E-09,3386.326101,1693.16305,1693.16305,0,0,0,0.090271473,0.045135736,,2.67E-05,,2.67E-05,0.5,1,0.5,1,1693.16305,1693.16305,1693.16305,0,0,1,0,7.87E-09,31757553.47
15362475.39,4971890.548,15365475.39,4971890.548,15365475.39,4968890.548,15362475.39,4968890.548,63515106.93,7.87E-09,7.87E-09,1629.209722,814.6048608,814.6048608,0,0,0,0.02089522,0.01044761,,1.28E-05,,1.28E-05,0.5,1,0.5,1,814.6048608,814.6048608,814.6048608,0,0,1,0,7.87E-09,31757553.47
15362475.39,4968890.548,15365475.39,4968890.548,15365475.39,4965890.548,15362475.39,4965890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4965890.548,15365475.39,4965890.548,15365475.39,4962890.548,15362475.39,4962890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4962890.548,15365475.39,4962890.548,15365475.39,4959890.548,15362475.39,4959890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4959890.548,15365475.39,4959890.548,15365475.39,4956890.548,15362475.39,4956890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4956890.548,15365475.39,4956890.548,15365475.39,4953890.548,15362475.39,4953890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4953890.548,15365475.39,4953890.548,15365475.39,4950890.548,15362475.39,4950890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4950890.548,15365475.39,4950890.548,15365475.39,4947890.548,15362475.39,4947890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4947890.548,15365475.39,4947890.548,15365475.39,4944890.548,15362475.39,4944890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15362475.39,4944890.548,15365475.39,4944890.548,15365475.39,4941890.548,15362475.39,4941890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5121890.548,15368475.39,5121890.548,15368475.39,5118890.548,15365475.39,5118890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5118890.548,15368475.39,5118890.548,15368475.39,5115890.548,15365475.39,5115890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5115890.548,15368475.39,5115890.548,15368475.39,5112890.548,15365475.39,5112890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5112890.548,15368475.39,5112890.548,15368475.39,5109890.548,15365475.39,5109890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5109890.548,15368475.39,5109890.548,15368475.39,5106890.548,15365475.39,5106890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5106890.548,15368475.39,5106890.548,15368475.39,5103890.548,15365475.39,5103890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5103890.548,15368475.39,5103890.548,15368475.39,5100890.548,15365475.39,5100890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5100890.548,15368475.39,5100890.548,15368475.39,5097890.548,15365475.39,5097890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5097890.548,15368475.39,5097890.548,15368475.39,5094890.548,15365475.39,5094890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5094890.548,15368475.39,5094890.548,15368475.39,5091890.548,15365475.39,5091890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5091890.548,15368475.39,5091890.548,15368475.39,5088890.548,15365475.39,5088890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5088890.548,15368475.39,5088890.548,15368475.39,5085890.548,15365475.39,5085890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5085890.548,15368475.39,5085890.548,15368475.39,5082890.548,15365475.39,5082890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5082890.548,15368475.39,5082890.548,15368475.39,5079890.548,15365475.39,5079890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5079890.548,15368475.39,5079890.548,15368475.39,5076890.548,15365475.39,5076890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5076890.548,15368475.39,5076890.548,15368475.39,5073890.548,15365475.39,5073890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5073890.548,15368475.39,5073890.548,15368475.39,5070890.548,15365475.39,5070890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5070890.548,15368475.39,5070890.548,15368475.39,5067890.548,15365475.39,5067890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5067890.548,15368475.39,5067890.548,15368475.39,5064890.548,15365475.39,5064890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365475.39,5064890.548,15368475.39,5064890.548,15368475.39,5061890.548,15365475.39,5061890.548,63515106.93,5.51E-08,2.36E-08,2402.336673,585.4464645,3863.1531,1.142857143,1.333333333,1.57E-08,0.318023163,0.222616214,,0.000132381,,0.000132381,3.5,6,1.5,5,1681.635671,585.4464645,3863.1531,0.285714286,0.666666667,5,1.57E-08,4.000000024,95272660.4
15365475.39,5061890.548,15368475.39,5061890.548,15368475.39,5058890.548,15365475.39,5058890.548,63515106.93,9.45E-08,4.72E-08,3330.902574,424.7287961,4771.879975,1.166666667,1.333333333,3.15E-08,1.048088792,1.048088792,,0.000314656,,0.000314656,6,8,3,6,3330.902574,442.7209373,5145.064543,0.333333333,0.666666667,7.833333333,1.000000016,7.000000039,158787768.3
15365475.39,5058890.548,15368475.39,5058890.548,15368475.39,5055890.548,15365475.39,5055890.548,63515106.93,1.10E-07,6.30E-08,3271.620569,433.9772378,4280.92662,1,1,3.15E-08,1.179632872,1.179632872,,0.000360565,,0.000360565,7,9,4,7,3271.620569,785.5087631,5154.312784,0.285714286,0.5,7.875,1.000000016,7.000000055,222302875.3
15365475.39,5055890.548,15368475.39,5055890.548,15368475.39,5052890.548,15365475.39,5052890.548,63515106.93,3.15E-08,3.15E-08,4428.4551,1251.050548,4280.92662,0,0,0,0.617529137,0.411686091,,0.000139446,,0.000139446,2,3,2,3,2952.3034,1251.050548,4280.92662,0,0,1,0,3.15E-08,127030213.9
15365475.39,5052890.548,15368475.39,5052890.548,15368475.39,5049890.548,15365475.39,5049890.548,63515106.93,2.36E-08,2.36E-08,2916.158437,93.31103582,4280.92662,0,0,0,0.200833639,0.150625229,,6.89E-05,,6.89E-05,1.5,2,1.5,2,2187.118828,93.31103582,4280.92662,0,0,1,0,2.36E-08,95272660.4
15365475.39,5049890.548,15368475.39,5049890.548,15368475.39,5046890.548,15365475.39,5046890.548,63515106.93,7.87E-09,7.87E-09,23830.73497,4147.677004,7767.690576,0,0,0,4.4706209,1.117655225,,0.000187599,,0.000187599,0.5,2,0.5,2,5957.683742,4147.677004,7767.69048,0,0,1,0,7.87E-09,31757553.47
15365475.39,5046890.548,15368475.39,5046890.548,15368475.39,5043890.548,15365475.39,5043890.548,63515106.93,7.87E-09,7.87E-09,26649.84302,4412.170113,8912.751336,0,0,0,5.590907164,1.397726791,,0.000209791,,0.000209791,0.5,2,0.5,2,6662.460754,4412.170113,8912.751396,0,0,1,0,7.87E-09,31757553.47
15365475.39,5043890.548,15368475.39,5043890.548,15368475.39,5040890.548,15365475.39,5040890.548,63515106.93,0,0,0,449.6174562,5543.228879,0,0,0,0,0.28272179,,9.44E-05,,9.44E-05,0,2,0,2,2996.423264,449.6174562,5543.229072,0,0,0,0,0,0
15365475.39,5040890.548,15368475.39,5040890.548,15368475.39,5037890.548,15365475.39,5037890.548,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
