vertex1_x,vertex1_y,vertex2_x,vertex2_y,vertex3_x,vertex3_y,vertex4_x,vertex4_y,Area,Areal Frequency B20,Areal Frequency P20,Branch Mean Length,Branch Min Length,Branch Max Length,Connections per Branch,Connections per Trace,Connection Frequency,Dimensionless Intensity B22,Dimensionless Intensity P22,Fracture Density (Mauldon),Fracture Intensity B21,Fracture Intensity (Mauldon),Fracture Intensity P21,Number of Branches,Number of Branches (Real),Number of Traces,Number of Traces (Real),Trace Mean Length,Trace Min Length,Trace Max Length,1(NC/NB)Number of connected nodes per branch,2(NC/NL)Number of connected nodes per fault line,3(NB/NL)Number of branches per fault line,4(NC/A)Number of connected nodes per unit area,5(NB/A)Number of branch faults per unit area ,6(N_LA)The number of fault lines per unit area 
15358126.94,4956944.148,15361126.94,4956944.148,15361126.94,4953944.148,15358126.94,4953944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15358126.94,4953944.148,15361126.94,4953944.148,15361126.94,4950944.148,15358126.94,4950944.148,63515106.93,7.87E-09,7.87E-09,952.6707627,476.3353814,476.3353814,0,0,0,0.007144612,0.003572306,,7.50E-06,,7.50E-06,0.5,1,0.5,1,476.3353814,476.3353814,476.3353814,0,0,1,0,7.87E-09,31757553.47
15358126.94,4950944.148,15361126.94,4950944.148,15361126.94,4947944.148,15358126.94,4947944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15358126.94,4947944.148,15361126.94,4947944.148,15361126.94,4944944.148,15358126.94,4944944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15358126.94,4944944.148,15361126.94,4944944.148,15361126.94,4941944.148,15358126.94,4941944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5088944.148,15364126.94,5088944.148,15364126.94,5085944.148,15361126.94,5085944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5085944.148,15364126.94,5085944.148,15364126.94,5082944.148,15361126.94,5082944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5082944.148,15364126.94,5082944.148,15364126.94,5079944.148,15361126.94,5079944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5079944.148,15364126.94,5079944.148,15364126.94,5076944.148,15361126.94,5076944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5076944.148,15364126.94,5076944.148,15364126.94,5073944.148,15361126.94,5073944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5073944.148,15364126.94,5073944.148,15364126.94,5070944.148,15361126.94,5070944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5070944.148,15364126.94,5070944.148,15364126.94,5067944.148,15361126.94,5067944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5067944.148,15364126.94,5067944.148,15364126.94,5064944.148,15361126.94,5064944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5064944.148,15364126.94,5064944.148,15364126.94,5061944.148,15361126.94,5061944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5061944.148,15364126.94,5061944.148,15364126.94,5058944.148,15361126.94,5058944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5058944.148,15364126.94,5058944.148,15364126.94,5055944.148,15361126.94,5055944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5055944.148,15364126.94,5055944.148,15364126.94,5052944.148,15361126.94,5052944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5052944.148,15364126.94,5052944.148,15364126.94,5049944.148,15361126.94,5049944.148,63515106.93,0,0,0,5744.376851,5744.376851,0,0,0,0,0.519527826,,9.04E-05,,9.04E-05,0,1,0,1,5744.376851,5744.376851,5744.376851,0,0,0,0,0,0
15361126.94,5049944.148,15364126.94,5049944.148,15364126.94,5046944.148,15361126.94,5046944.148,63515106.93,7.87E-09,7.87E-09,28148.08246,5151.222151,8922.819079,0,0,0,6.237213353,1.559303338,,0.000221586,,0.000221586,0.5,2,0.5,2,7037.020615,5151.222151,8922.819079,0,0,1,0,7.87E-09,31757553.47
15361126.94,5046944.148,15364126.94,5046944.148,15364126.94,5043944.148,15361126.94,5043944.148,63515106.93,7.87E-09,7.87E-09,25994.35875,4978.796791,8018.382583,0,0,0,5.319259617,1.329814904,,0.000204631,,0.000204631,0.5,2,0.5,2,6498.589687,4978.796791,8018.382583,0,0,1,0,7.87E-09,31757553.47
15361126.94,5043944.148,15364126.94,5043944.148,15364126.94,5040944.148,15361126.94,5040944.148,63515106.93,7.87E-09,7.87E-09,6225.28554,3112.64277,3112.64277,0,0,0,0.305078445,0.152539222,,4.90E-05,,4.90E-05,0.5,1,0.5,1,3112.64277,3112.64277,3112.64277,0,0,1,0,7.87E-09,31757553.47
15361126.94,5040944.148,15364126.94,5040944.148,15364126.94,5037944.148,15361126.94,5037944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5037944.148,15364126.94,5037944.148,15364126.94,5034944.148,15361126.94,5034944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5034944.148,15364126.94,5034944.148,15364126.94,5031944.148,15361126.94,5031944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5031944.148,15364126.94,5031944.148,15364126.94,5028944.148,15361126.94,5028944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5028944.148,15364126.94,5028944.148,15364126.94,5025944.148,15361126.94,5025944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5025944.148,15364126.94,5025944.148,15364126.94,5022944.148,15361126.94,5022944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5022944.148,15364126.94,5022944.148,15364126.94,5019944.148,15361126.94,5019944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,5019944.148,15364126.94,5019944.148,15364126.94,5016944.148,15361126.94,5016944.148,63515106.93,3.94E-08,3.94E-08,2841.003835,1466.204356,2870.759493,0,0,0,0.317692246,0.264743538,,0.000111824,,0.000111824,2.5,3,2.5,3,2367.503196,1466.204356,2870.759493,0,0,1,0,3.94E-08,158787767.3
15361126.94,5016944.148,15364126.94,5016944.148,15364126.94,5013944.148,15361126.94,5013944.148,63515106.93,4.72E-08,4.72E-08,4289.399188,2083.782796,5148.109537,0,0,0,0.869034768,0.651776076,,0.000202601,,0.000202601,3,4,3,4,3217.049391,2083.782796,5148.109537,0,0,1,0,4.72E-08,190545320.8
15361126.94,5013944.148,15364126.94,5013944.148,15364126.94,5010944.148,15361126.94,5010944.148,63515106.93,5.51E-08,5.51E-08,4710.056795,510.5138258,6363.225814,0,0,0,1.222484324,0.855739027,,0.000259548,,0.000259548,3.5,5,3.5,5,3297.039757,510.5138258,6363.225814,0,0,1,0,5.51E-08,222302874.3
15361126.94,5010944.148,15364126.94,5010944.148,15364126.94,5007944.148,15361126.94,5007944.148,63515106.93,3.15E-08,3.15E-08,11698.77002,4655.298664,6901.808754,0,0,0,4.309564344,2.154782172,,0.000368378,,0.000368378,2,4,2,4,5849.385012,4655.298664,6901.808754,0,0,1,0,3.15E-08,127030213.9
15361126.94,5007944.148,15364126.94,5007944.148,15364126.94,5004944.148,15361126.94,5004944.148,63515106.93,5.51E-08,5.51E-08,7029.080607,1762.759875,7763.572183,0,0,0,2.722626442,1.588198758,,0.000387337,,0.000387337,3.5,6,3.5,6,4100.297021,1762.759875,7763.572183,0,0,1,0,5.51E-08,222302874.3
15361126.94,5004944.148,15364126.94,5004944.148,15364126.94,5001944.148,15361126.94,5001944.148,63515106.93,4.72E-08,4.72E-08,6646.107503,1090.981466,5930.204219,0,0,0,2.086310505,1.043155253,,0.000313915,,0.000313915,3,6,3,6,3323.053752,1090.981466,5930.204219,0,0,1,0,4.72E-08,190545320.8
15361126.94,5001944.148,15364126.94,5001944.148,15364126.94,4998944.148,15361126.94,4998944.148,63515106.93,2.36E-08,2.36E-08,3513.432194,932.1914825,3000.796775,0,0,0,0.291526057,0.145763028,,8.30E-05,,8.30E-05,1.5,3,1.5,3,1756.716097,932.1914825,3000.796775,0,0,1,0,2.36E-08,95272660.4
15361126.94,4998944.148,15364126.94,4998944.148,15364126.94,4995944.148,15361126.94,4995944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4995944.148,15364126.94,4995944.148,15364126.94,4992944.148,15361126.94,4992944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4992944.148,15364126.94,4992944.148,15364126.94,4989944.148,15361126.94,4989944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4989944.148,15364126.94,4989944.148,15364126.94,4986944.148,15361126.94,4986944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4986944.148,15364126.94,4986944.148,15364126.94,4983944.148,15361126.94,4983944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4983944.148,15364126.94,4983944.148,15364126.94,4980944.148,15361126.94,4980944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4980944.148,15364126.94,4980944.148,15364126.94,4977944.148,15361126.94,4977944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4977944.148,15364126.94,4977944.148,15364126.94,4974944.148,15361126.94,4974944.148,63515106.93,7.87E-09,7.87E-09,5997.004771,2998.502386,2998.502386,0,0,0,0.28311427,0.141557135,,4.72E-05,,4.72E-05,0.5,1,0.5,1,2998.502386,2998.502386,2998.502386,0,0,1,0,7.87E-09,31757553.47
15361126.94,4974944.148,15364126.94,4974944.148,15364126.94,4971944.148,15361126.94,4971944.148,63515106.93,7.87E-09,7.87E-09,11724.60374,5862.301869,5862.301869,0,0,0,1.08215462,0.54107731,,9.23E-05,,9.23E-05,0.5,1,0.5,1,5862.301869,5862.301869,5862.301869,0,0,1,0,7.87E-09,31757553.47
15361126.94,4971944.148,15364126.94,4971944.148,15364126.94,4968944.148,15361126.94,4968944.148,63515106.93,1.57E-08,1.57E-08,6222.29226,6222.29226,6222.29226,0,0,0,0.609570271,0.609570271,,9.80E-05,,9.80E-05,1,1,1,1,6222.29226,6222.29226,6222.29226,0,0,1,0,1.57E-08,63515106.93
15361126.94,4968944.148,15364126.94,4968944.148,15364126.94,4965944.148,15361126.94,4965944.148,63515106.93,0,0,0,1292.433462,1292.433462,0,0,0,0,0.026299007,,2.03E-05,,2.03E-05,0,1,0,1,1292.433462,1292.433462,1292.433462,0,0,0,0,0,0
15361126.94,4965944.148,15364126.94,4965944.148,15364126.94,4962944.148,15361126.94,4962944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4962944.148,15364126.94,4962944.148,15364126.94,4959944.148,15361126.94,4959944.148,63515106.93,7.87E-09,7.87E-09,4052.430645,2026.215322,2026.215322,0,0,0,0.129277859,0.06463893,,3.19E-05,,3.19E-05,0.5,1,0.5,1,2026.215322,2026.215322,2026.215322,0,0,1,0,7.87E-09,31757553.47
15361126.94,4959944.148,15364126.94,4959944.148,15364126.94,4956944.148,15361126.94,4956944.148,63515106.93,7.87E-09,7.87E-09,4601.037402,2300.518701,2300.518701,0,0,0,0.166649685,0.083324843,,3.62E-05,,3.62E-05,0.5,1,0.5,1,2300.518701,2300.518701,2300.518701,0,0,1,0,7.87E-09,31757553.47
15361126.94,4956944.148,15364126.94,4956944.148,15364126.94,4953944.148,15361126.94,4953944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4953944.148,15364126.94,4953944.148,15364126.94,4950944.148,15361126.94,4950944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4950944.148,15364126.94,4950944.148,15364126.94,4947944.148,15361126.94,4947944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4947944.148,15364126.94,4947944.148,15364126.94,4944944.148,15361126.94,4944944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361126.94,4944944.148,15364126.94,4944944.148,15364126.94,4941944.148,15361126.94,4941944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5088944.148,15367126.94,5088944.148,15367126.94,5085944.148,15364126.94,5085944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5085944.148,15367126.94,5085944.148,15367126.94,5082944.148,15364126.94,5082944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5082944.148,15367126.94,5082944.148,15367126.94,5079944.148,15364126.94,5079944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5079944.148,15367126.94,5079944.148,15367126.94,5076944.148,15364126.94,5076944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5076944.148,15367126.94,5076944.148,15367126.94,5073944.148,15364126.94,5073944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5073944.148,15367126.94,5073944.148,15367126.94,5070944.148,15364126.94,5070944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5070944.148,15367126.94,5070944.148,15367126.94,5067944.148,15364126.94,5067944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5067944.148,15367126.94,5067944.148,15367126.94,5064944.148,15364126.94,5064944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5064944.148,15367126.94,5064944.148,15367126.94,5061944.148,15364126.94,5061944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5061944.148,15367126.94,5061944.148,15367126.94,5058944.148,15364126.94,5058944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5058944.148,15367126.94,5058944.148,15367126.94,5055944.148,15364126.94,5055944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5055944.148,15367126.94,5055944.148,15367126.94,5052944.148,15364126.94,5052944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5052944.148,15367126.94,5052944.148,15367126.94,5049944.148,15364126.94,5049944.148,63515106.93,7.87E-09,7.87E-09,15761.06506,3061.634023,4818.898506,0,0,0,1.95552825,0.488882062,,0.000124073,,0.000124073,0.5,2,0.5,2,3940.266265,3061.634023,4818.898506,0,0,1,0,7.87E-09,31757553.47
15364126.94,5049944.148,15367126.94,5049944.148,15367126.94,5046944.148,15364126.94,5046944.148,63515106.93,7.87E-09,7.87E-09,30020.37265,6705.041349,8305.144977,0,0,0,7.09455449,1.773638622,,0.000236325,,0.000236325,0.5,2,0.5,2,7505.093163,6705.041349,8305.144977,0,0,1,0,7.87E-09,31757553.47
15364126.94,5046944.148,15367126.94,5046944.148,15367126.94,5043944.148,15364126.94,5043944.148,63515106.93,7.87E-09,7.87E-09,27470.1428,6220.467013,7514.604385,0,0,0,5.940387899,1.485096975,,0.000216249,,0.000216249,0.5,2,0.5,2,6867.535699,6220.467013,7514.604385,0,0,1,0,7.87E-09,31757553.47
15364126.94,5043944.148,15367126.94,5043944.148,15367126.94,5040944.148,15364126.94,5040944.148,63515106.93,1.57E-08,1.57E-08,4919.402804,432.3846734,4487.018131,0,0,0,0.381019967,0.190509984,,7.75E-05,,7.75E-05,1,2,1,2,2459.701402,432.3846734,4487.018131,0,0,1,0,1.57E-08,63515106.93
15364126.94,5040944.148,15367126.94,5040944.148,15367126.94,5037944.148,15364126.94,5037944.148,63515106.93,7.87E-09,7.87E-09,1616.39976,808.1998802,808.1998802,0,0,0,0.020567927,0.010283964,,1.27E-05,,1.27E-05,0.5,1,0.5,1,808.1998802,808.1998802,808.1998802,0,0,1,0,7.87E-09,31757553.47
15364126.94,5037944.148,15367126.94,5037944.148,15367126.94,5034944.148,15364126.94,5034944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5034944.148,15367126.94,5034944.148,15367126.94,5031944.148,15364126.94,5031944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5031944.148,15367126.94,5031944.148,15367126.94,5028944.148,15364126.94,5028944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5028944.148,15367126.94,5028944.148,15367126.94,5025944.148,15364126.94,5025944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5025944.148,15367126.94,5025944.148,15367126.94,5022944.148,15364126.94,5022944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5022944.148,15367126.94,5022944.148,15367126.94,5019944.148,15364126.94,5019944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,5019944.148,15367126.94,5019944.148,15367126.94,5016944.148,15364126.94,5016944.148,63515106.93,2.36E-08,2.36E-08,2187.324327,515.4407519,2765.545739,0,0,0,0.112990152,0.084742614,,5.17E-05,,5.17E-05,1.5,2,1.5,2,1640.493245,515.4407519,2765.545739,0,0,1,0,2.36E-08,95272660.4
15364126.94,5016944.148,15367126.94,5016944.148,15367126.94,5013944.148,15364126.94,5013944.148,63515106.93,3.15E-08,3.15E-08,4235.780054,1532.906962,4173.107408,0,0,0,0.564962685,0.37664179,,0.000133379,,0.000133379,2,3,2,3,2823.85337,1532.906962,4173.107408,0,0,1,0,3.15E-08,127030213.9
15364126.94,5013944.148,15367126.94,5013944.148,15367126.94,5010944.148,15364126.94,5010944.148,63515106.93,3.94E-08,3.94E-08,5586.47918,261.205981,5502.074045,0,0,0,1.228398689,0.767749181,,0.000219888,,0.000219888,2.5,4,2.5,4,3491.549488,261.205981,5502.074045,0,0,1,0,3.94E-08,158787767.3
15364126.94,5010944.148,15367126.94,5010944.148,15367126.94,5007944.148,15364126.94,5007944.148,63515106.93,3.94E-08,3.94E-08,7374.622102,2603.504275,5757.058929,0,0,0,2.140634479,1.33789655,,0.00029027,,0.00029027,2.5,4,2.5,4,4609.138814,2603.504275,5757.058929,0,0,1,0,3.94E-08,158787767.3
15364126.94,5007944.148,15367126.94,5007944.148,15367126.94,5004944.148,15364126.94,5004944.148,63515106.93,2.36E-08,2.36E-08,10346.07239,4736.235918,6006.010928,0,0,0,2.527931208,1.263965604,,0.000244337,,0.000244337,1.5,3,1.5,3,5173.036197,4736.235918,6006.010928,0,0,1,0,2.36E-08,95272660.4
15364126.94,5004944.148,15367126.94,5004944.148,15367126.94,5001944.148,15364126.94,5001944.148,63515106.93,2.36E-08,2.36E-08,5958.16199,624.8920859,4166.742864,0,0,0,0.838376002,0.419188001,,0.000140711,,0.000140711,1.5,3,1.5,3,2979.080995,624.8920859,4166.742864,0,0,1,0,2.36E-08,95272660.4
15364126.94,5001944.148,15367126.94,5001944.148,15367126.94,4998944.148,15364126.94,4998944.148,63515106.93,7.87E-09,7.87E-09,329.8427105,164.9213553,164.9213553,0,0,0,0.000856459,0.00042823,,2.60E-06,,2.60E-06,0.5,1,0.5,1,164.9213553,164.9213553,164.9213553,0,0,1,0,7.87E-09,31757553.47
15364126.94,4998944.148,15367126.94,4998944.148,15367126.94,4995944.148,15364126.94,4995944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4995944.148,15367126.94,4995944.148,15367126.94,4992944.148,15364126.94,4992944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4992944.148,15367126.94,4992944.148,15367126.94,4989944.148,15364126.94,4989944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4989944.148,15367126.94,4989944.148,15367126.94,4986944.148,15364126.94,4986944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4986944.148,15367126.94,4986944.148,15367126.94,4983944.148,15364126.94,4983944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4983944.148,15367126.94,4983944.148,15367126.94,4980944.148,15364126.94,4980944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4980944.148,15367126.94,4980944.148,15367126.94,4977944.148,15364126.94,4977944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4977944.148,15367126.94,4977944.148,15367126.94,4974944.148,15364126.94,4974944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4974944.148,15367126.94,4974944.148,15367126.94,4971944.148,15364126.94,4971944.148,63515106.93,7.87E-09,7.87E-09,12350.17627,6175.088135,6175.088135,0,0,0,1.200713194,0.600356597,,9.72E-05,,9.72E-05,0.5,1,0.5,1,6175.088135,6175.088135,6175.088135,0,0,1,0,7.87E-09,31757553.47
15364126.94,4971944.148,15367126.94,4971944.148,15367126.94,4968944.148,15364126.94,4968944.148,63515106.93,7.87E-09,7.87E-09,10321.4528,5160.726398,5160.726398,0,0,0,0.838638184,0.419319092,,8.13E-05,,8.13E-05,0.5,1,0.5,1,5160.726398,5160.726398,5160.726398,0,0,1,0,7.87E-09,31757553.47
15364126.94,4968944.148,15367126.94,4968944.148,15367126.94,4965944.148,15364126.94,4965944.148,63515106.93,1.57E-08,1.57E-08,3382.376452,827.3091458,2555.067306,0,0,0,0.180122037,0.090061019,,5.33E-05,,5.33E-05,1,2,1,2,1691.188226,827.3091458,2555.067306,0,0,1,0,1.57E-08,63515106.93
15364126.94,4965944.148,15367126.94,4965944.148,15367126.94,4962944.148,15364126.94,4962944.148,63515106.93,7.87E-09,7.87E-09,3570.519308,1785.259654,1785.259654,0,0,0,0.100358865,0.050179433,,2.81E-05,,2.81E-05,0.5,1,0.5,1,1785.259654,1785.259654,1785.259654,0,0,1,0,7.87E-09,31757553.47
15364126.94,4962944.148,15367126.94,4962944.148,15367126.94,4959944.148,15364126.94,4959944.148,63515106.93,7.87E-09,7.87E-09,9674.532091,4837.266045,4837.266045,0,0,0,0.736805586,0.368402793,,7.62E-05,,7.62E-05,0.5,1,0.5,1,4837.266045,4837.266045,4837.266045,0,0,1,0,7.87E-09,31757553.47
15364126.94,4959944.148,15367126.94,4959944.148,15367126.94,4956944.148,15364126.94,4956944.148,63515106.93,7.87E-09,7.87E-09,10854.80724,5427.40362,5427.40362,0,0,0,0.927549727,0.463774864,,8.55E-05,,8.55E-05,0.5,1,0.5,1,5427.40362,5427.40362,5427.40362,0,0,1,0,7.87E-09,31757553.47
15364126.94,4956944.148,15367126.94,4956944.148,15367126.94,4953944.148,15364126.94,4953944.148,63515106.93,0,0,0,2950.177795,2950.177795,0,0,0,0,0.137031164,,4.64E-05,,4.64E-05,0,1,0,1,2950.177795,2950.177795,2950.177795,0,0,0,0,0,0
15364126.94,4953944.148,15367126.94,4953944.148,15367126.94,4950944.148,15364126.94,4950944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4950944.148,15367126.94,4950944.148,15367126.94,4947944.148,15364126.94,4947944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4947944.148,15367126.94,4947944.148,15367126.94,4944944.148,15364126.94,4944944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364126.94,4944944.148,15367126.94,4944944.148,15367126.94,4941944.148,15364126.94,4941944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15367126.94,5088944.148,15370126.94,5088944.148,15370126.94,5085944.148,15367126.94,5085944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15367126.94,5085944.148,15370126.94,5085944.148,15370126.94,5082944.148,15367126.94,5082944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15367126.94,5082944.148,15370126.94,5082944.148,15370126.94,5079944.148,15367126.94,5079944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15367126.94,5079944.148,15370126.94,5079944.148,15370126.94,5076944.148,15367126.94,5076944.148,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
