vertex1_x,vertex1_y,vertex2_x,vertex2_y,vertex3_x,vertex3_y,vertex4_x,vertex4_y,Area,Areal Frequency B20,Areal Frequency P20,Branch Mean Length,Branch Min Length,Branch Max Length,Connections per Branch,Connections per Trace,Connection Frequency,Dimensionless Intensity B22,Dimensionless Intensity P22,Fracture Density (Mauldon),Fracture Intensity B21,Fracture Intensity (Mauldon),Fracture Intensity P21,Number of Branches,Number of Branches (Real),Number of Traces,Number of Traces (Real),Trace Mean Length,Trace Min Length,Trace Max Length,1(NC/NB)Number of connected nodes per branch,2(NC/NL)Number of connected nodes per fault line,3(NB/NL)Number of branches per fault line,4(NC/A)Number of connected nodes per unit area,5(NB/A)Number of branch faults per unit area ,6(NL/A)The number of fault lines per unit area 
15369749.27,4992824.717,15372749.27,4992824.717,15372749.27,4989824.717,15369749.27,4989824.717,63515106.93,0,0,0,6611.026812,6611.026812,0,0,0,0,0.688114649,,0.000104086,,0.000104086,0,1,0,1,6611.026812,6611.026812,6611.026812,0,0,0,0,0,0
15369749.27,4989824.717,15372749.27,4989824.717,15372749.27,4986824.717,15369749.27,4986824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15369749.27,4986824.717,15372749.27,4986824.717,15372749.27,4983824.717,15369749.27,4983824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15369749.27,4983824.717,15372749.27,4983824.717,15372749.27,4980824.717,15369749.27,4980824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15369749.27,4980824.717,15372749.27,4980824.717,15372749.27,4977824.717,15369749.27,4977824.717,63515106.93,0,0,0,7457.233865,7457.233865,0,0,0,0,0.875545041,,0.000117409,,0.000117409,0,1,0,1,7457.233865,7457.233865,7457.233865,0,0,0,0,0,0
15369749.27,4977824.717,15372749.27,4977824.717,15372749.27,4974824.717,15369749.27,4974824.717,63515106.93,0,0,0,8968.269207,8968.269207,0,0,0,0,1.266310591,,0.000141199,,0.000141199,0,1,0,1,8968.269207,8968.269207,8968.269207,0,0,0,0,0,0
15369749.27,4974824.717,15372749.27,4974824.717,15372749.27,4971824.717,15369749.27,4971824.717,63515106.93,0,0,0,8212.929568,8212.929568,0,0,0,0,1.061986909,,0.000129307,,0.000129307,0,1,0,1,8212.929568,8212.929568,8212.929568,0,0,0,0,0,0
15369749.27,4971824.717,15372749.27,4971824.717,15372749.27,4968824.717,15369749.27,4968824.717,63515106.93,0,0,0,3988.337366,3988.337366,0,0,0,0,0.250441756,,6.28E-05,,6.28E-05,0,1,0,1,3988.337366,3988.337366,3988.337366,0,0,0,0,0,0
15369749.27,4968824.717,15372749.27,4968824.717,15372749.27,4965824.717,15369749.27,4965824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15369749.27,4965824.717,15372749.27,4965824.717,15372749.27,4962824.717,15369749.27,4962824.717,63515106.93,0,0,0,4142.641365,4142.641365,0,0,0,0,0.270195207,,6.52E-05,,6.52E-05,0,1,0,1,4142.641365,4142.641365,4142.641365,0,0,0,0,0,0
15369749.27,4962824.717,15372749.27,4962824.717,15372749.27,4959824.717,15369749.27,4959824.717,63515106.93,0,0,0,8287.356749,8287.356749,0,0,0,0,1.081321991,,0.000130479,,0.000130479,0,1,0,1,8287.356749,8287.356749,8287.356749,0,0,0,0,0,0
15369749.27,4959824.717,15372749.27,4959824.717,15372749.27,4956824.717,15369749.27,4956824.717,63515106.93,0,0,0,8952.514358,8952.514358,0,0,0,0,1.261865361,,0.000140951,,0.000140951,0,1,0,1,8952.514358,8952.514358,8952.514358,0,0,0,0,0,0
15369749.27,4956824.717,15372749.27,4956824.717,15372749.27,4953824.717,15369749.27,4953824.717,63515106.93,0,0,0,7245.459797,7245.459797,0,0,0,0,0.826522857,,0.000114075,,0.000114075,0,1,0,1,7245.459797,7245.459797,7245.459797,0,0,0,0,0,0
15369749.27,4953824.717,15372749.27,4953824.717,15372749.27,4950824.717,15369749.27,4950824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15369749.27,4950824.717,15372749.27,4950824.717,15372749.27,4947824.717,15369749.27,4947824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15369749.27,4947824.717,15372749.27,4947824.717,15372749.27,4944824.717,15369749.27,4944824.717,63515106.93,7.87E-09,7.87E-09,4382.184522,2191.092261,2191.092261,0,0,0,0.151173021,0.07558651,,3.45E-05,,3.45E-05,0.5,1,0.5,1,2191.092261,2191.092261,2191.092261,0,0,1,0,7.87E-09,31757553.47
15369749.27,4944824.717,15372749.27,4944824.717,15372749.27,4941824.717,15369749.27,4941824.717,63515106.93,7.87E-09,7.87E-09,1712.013328,856.0066642,856.0066642,0,0,0,0.023073169,0.011536585,,1.35E-05,,1.35E-05,0.5,1,0.5,1,856.0066642,856.0066642,856.0066642,0,0,1,0,7.87E-09,31757553.47
15372749.27,5124824.717,15375749.27,5124824.717,15375749.27,5121824.717,15372749.27,5121824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5121824.717,15375749.27,5121824.717,15375749.27,5118824.717,15372749.27,5118824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5118824.717,15375749.27,5118824.717,15375749.27,5115824.717,15372749.27,5115824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5115824.717,15375749.27,5115824.717,15375749.27,5112824.717,15372749.27,5112824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5112824.717,15375749.27,5112824.717,15375749.27,5109824.717,15372749.27,5109824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5109824.717,15375749.27,5109824.717,15375749.27,5106824.717,15372749.27,5106824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5106824.717,15375749.27,5106824.717,15375749.27,5103824.717,15372749.27,5103824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5103824.717,15375749.27,5103824.717,15375749.27,5100824.717,15372749.27,5100824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5100824.717,15375749.27,5100824.717,15375749.27,5097824.717,15372749.27,5097824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5097824.717,15375749.27,5097824.717,15375749.27,5094824.717,15372749.27,5094824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5094824.717,15375749.27,5094824.717,15375749.27,5091824.717,15372749.27,5091824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5091824.717,15375749.27,5091824.717,15375749.27,5088824.717,15372749.27,5088824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5088824.717,15375749.27,5088824.717,15375749.27,5085824.717,15372749.27,5085824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5085824.717,15375749.27,5085824.717,15375749.27,5082824.717,15372749.27,5082824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5082824.717,15375749.27,5082824.717,15375749.27,5079824.717,15372749.27,5079824.717,63515106.93,0,0,0,3208.942617,3208.942617,0,0,0,0,0.162123835,,5.05E-05,,5.05E-05,0,1,0,1,3208.942617,3208.942617,3208.942617,0,0,0,0,0,0
15372749.27,5079824.717,15375749.27,5079824.717,15375749.27,5076824.717,15372749.27,5076824.717,63515106.93,0,0,0,7472.113678,7472.113678,0,0,0,0,0.87904257,,0.000117643,,0.000117643,0,1,0,1,7472.113678,7472.113678,7472.113678,0,0,0,0,0,0
15372749.27,5076824.717,15375749.27,5076824.717,15375749.27,5073824.717,15372749.27,5073824.717,63515106.93,0,0,0,8959.85204,8959.85204,0,0,0,0,1.263934715,,0.000141066,,0.000141066,0,1,0,1,8959.85204,8959.85204,8959.85204,0,0,0,0,0,0
15372749.27,5073824.717,15375749.27,5073824.717,15375749.27,5070824.717,15372749.27,5070824.717,63515106.93,0,0,0,8847.509427,8847.509427,0,0,0,0,1.232437869,,0.000139298,,0.000139298,0,1,0,1,8847.509427,8847.509427,8847.509427,0,0,0,0,0,0
15372749.27,5070824.717,15375749.27,5070824.717,15375749.27,5067824.717,15372749.27,5067824.717,63515106.93,7.87E-09,7.87E-09,15134.69962,1017.582693,6549.767119,0,0,0,1.803186232,0.450796558,,0.000119143,,0.000119143,0.5,2,0.5,2,3783.674906,1017.582693,6549.767119,0,0,1,0,7.87E-09,31757553.47
15372749.27,5067824.717,15375749.27,5067824.717,15375749.27,5064824.717,15372749.27,5064824.717,63515106.93,7.87E-09,7.87E-09,4065.955527,2032.977763,2032.977763,0,0,0,0.130142222,0.065071111,,3.20E-05,,3.20E-05,0.5,1,0.5,1,2032.977763,2032.977763,2032.977763,0,0,1,0,7.87E-09,31757553.47
15372749.27,5064824.717,15375749.27,5064824.717,15375749.27,5061824.717,15372749.27,5061824.717,63515106.93,7.87E-09,7.87E-09,9789.012534,282.6126599,4611.893607,0,0,0,0.754346257,0.188586564,,7.71E-05,,7.71E-05,0.5,2,0.5,2,2447.253133,282.6126599,4611.893607,0,0,1,0,7.87E-09,31757553.47
15372749.27,5061824.717,15375749.27,5061824.717,15375749.27,5058824.717,15372749.27,5058824.717,63515106.93,7.87E-09,7.87E-09,18979.14561,666.7166241,8822.856493,0,0,0,2.835608611,0.708902153,,0.000149407,,0.000149407,0.5,2,0.5,2,4744.786404,666.7163143,8822.856493,0,0,1,0,7.87E-09,31757553.47
15372749.27,5058824.717,15375749.27,5058824.717,15375749.27,5055824.717,15372749.27,5055824.717,63515106.93,3.15E-08,1.57E-08,6890.298369,261.3183214,7911.51215,1.5,2,1.57E-08,1.494958094,0.99663873,,0.000216966,,0.000216966,2,4,1,3,4593.532246,602.0332617,7911.51215,0.5,1,3.5,1,3.000000008,31757554.47
15372749.27,5055824.717,15375749.27,5055824.717,15375749.27,5052824.717,15372749.27,5052824.717,63515106.93,5.51E-08,2.36E-08,3963.77802,637.666577,5263.143772,1.714285714,2.666666667,3.15E-08,0.86578421,1.010081578,,0.000218424,,0.000218424,3.5,5,1.5,3,4624.40769,1793.999371,6816.079929,0.571428571,1.333333333,6.333333333,2,6.000000008,31757555.47
15372749.27,5052824.717,15375749.27,5052824.717,15375749.27,5049824.717,15372749.27,5049824.717,63515106.93,4.72E-08,1.57E-08,4629.026487,378.2988659,8320.247338,2,4,3.15E-08,1.012100298,1.012100298,,0.000218642,,0.000218642,3,5,1,3,4629.026487,378.2988659,8320.247338,0.666666667,2,6,2,6,2
15372749.27,5049824.717,15375749.27,5049824.717,15375749.27,5046824.717,15372749.27,5046824.717,63515106.93,7.87E-09,7.87E-09,16555.01963,8277.509817,8277.509817,0,0,0,2.157507783,1.078753891,,0.000130323,,0.000130323,0.5,1,0.5,1,8277.509817,8277.509817,8277.509817,0,0,1,0,7.87E-09,31757553.47
15372749.27,5046824.717,15375749.27,5046824.717,15375749.27,5043824.717,15372749.27,5043824.717,63515106.93,1.57E-08,1.57E-08,7340.770756,2485.417922,4855.352834,0,0,0,0.848410998,0.424205499,,0.000115575,,0.000115575,1,2,1,2,3670.385378,2485.417922,4855.352834,0,0,1,0,1.57E-08,63515106.93
15372749.27,5043824.717,15375749.27,5043824.717,15375749.27,5040824.717,15372749.27,5040824.717,63515106.93,1.57E-08,1.57E-08,2370.293643,1074.911083,1295.382559,0,0,0,0.088455995,0.044227997,,3.73E-05,,3.73E-05,1,2,1,2,1185.146821,1074.911083,1295.382559,0,0,1,0,1.57E-08,63515106.93
15372749.27,5040824.717,15375749.27,5040824.717,15375749.27,5037824.717,15372749.27,5037824.717,63515106.93,1.57E-08,1.57E-08,5169.505575,192.942747,4976.562828,0,0,0,0.420746956,0.210373478,,8.14E-05,,8.14E-05,1,2,1,2,2584.752788,192.942747,4976.562828,0,0,1,0,1.57E-08,63515106.93
15372749.27,5037824.717,15375749.27,5037824.717,15375749.27,5034824.717,15372749.27,5034824.717,63515106.93,7.87E-09,7.87E-09,10714.68308,5357.341541,5357.341541,0,0,0,0.90375691,0.451878455,,8.43E-05,,8.43E-05,0.5,1,0.5,1,5357.341541,5357.341541,5357.341541,0,0,1,0,7.87E-09,31757553.47
15372749.27,5034824.717,15375749.27,5034824.717,15375749.27,5031824.717,15372749.27,5031824.717,63515106.93,7.87E-09,7.87E-09,7240.281943,3620.140972,3620.140972,0,0,0,0.412670978,0.206335489,,5.70E-05,,5.70E-05,0.5,1,0.5,1,3620.140972,3620.140972,3620.140972,0,0,1,0,7.87E-09,31757553.47
15372749.27,5031824.717,15375749.27,5031824.717,15375749.27,5028824.717,15372749.27,5028824.717,63515106.93,7.87E-09,7.87E-09,18983.75609,1159.413829,8332.464214,0,0,0,2.836986448,0.709246612,,0.000149443,,0.000149443,0.5,2,0.5,2,4745.939022,1159.413829,8332.464214,0,0,1,0,7.87E-09,31757553.47
15372749.27,5028824.717,15375749.27,5028824.717,15375749.27,5025824.717,15372749.27,5025824.717,63515106.93,7.87E-09,7.87E-09,23988.62835,3350.274162,8644.040012,0,0,0,4.53005842,1.132514605,,0.000188842,,0.000188842,0.5,2,0.5,2,5997.157087,3350.274162,8644.040012,0,0,1,0,7.87E-09,31757553.47
15372749.27,5025824.717,15375749.27,5025824.717,15375749.27,5022824.717,15372749.27,5022824.717,63515106.93,7.87E-09,7.87E-09,17252.62075,3641.532036,4984.77834,0,0,0,2.343166352,0.585791588,,0.000135815,,0.000135815,0.5,2,0.5,2,4313.155188,3641.532036,4984.77834,0,0,1,0,7.87E-09,31757553.47
15372749.27,5022824.717,15375749.27,5022824.717,15375749.27,5019824.717,15372749.27,5019824.717,63515106.93,0,0,0,7977.709776,7977.709776,0,0,0,0,1.002027019,,0.000125603,,0.000125603,0,1,0,1,7977.709776,7977.709776,7977.709776,0,0,0,0,0,0
15372749.27,5019824.717,15375749.27,5019824.717,15375749.27,5016824.717,15372749.27,5016824.717,63515106.93,0,0,0,8835.933583,8835.933583,0,0,0,0,1.229215002,,0.000139115,,0.000139115,0,1,0,1,8835.933583,8835.933583,8835.933583,0,0,0,0,0,0
15372749.27,5016824.717,15375749.27,5016824.717,15375749.27,5013824.717,15372749.27,5013824.717,63515106.93,0,0,0,4681.391219,4681.391219,0,0,0,0,0.345042696,,7.37E-05,,7.37E-05,0,1,0,1,4681.391219,4681.391219,4681.391219,0,0,0,0,0,0
15372749.27,5013824.717,15375749.27,5013824.717,15375749.27,5010824.717,15372749.27,5010824.717,63515106.93,0,0,0,7541.202608,7541.202608,0,0,0,0,0.895373393,,0.000118731,,0.000118731,0,1,0,1,7541.202608,7541.202608,7541.202608,0,0,0,0,0,0
15372749.27,5010824.717,15375749.27,5010824.717,15375749.27,5007824.717,15372749.27,5007824.717,63515106.93,0,0,0,8979.798591,8979.798591,0,0,0,0,1.269568558,,0.000141381,,0.000141381,0,1,0,1,8979.798591,8979.798591,8979.798591,0,0,0,0,0,0
15372749.27,5007824.717,15375749.27,5007824.717,15375749.27,5004824.717,15372749.27,5004824.717,63515106.93,0,0,0,6939.138628,6939.138628,0,0,0,0,0.758113262,,0.000109252,,0.000109252,0,1,0,1,6939.138628,6939.138628,6939.138628,0,0,0,0,0,0
15372749.27,5004824.717,15375749.27,5004824.717,15375749.27,5001824.717,15372749.27,5001824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,5001824.717,15375749.27,5001824.717,15375749.27,4998824.717,15372749.27,4998824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,4998824.717,15375749.27,4998824.717,15375749.27,4995824.717,15372749.27,4995824.717,63515106.93,0,0,0,5586.64526,5586.64526,0,0,0,0,0.491388691,,8.80E-05,,8.80E-05,0,1,0,1,5586.64526,5586.64526,5586.64526,0,0,0,0,0,0
15372749.27,4995824.717,15375749.27,4995824.717,15375749.27,4992824.717,15372749.27,4992824.717,63515106.93,0,0,0,8732.053179,8732.053179,0,0,0,0,1.200482159,,0.00013748,,0.00013748,0,1,0,1,8732.053179,8732.053179,8732.053179,0,0,0,0,0,0
15372749.27,4992824.717,15375749.27,4992824.717,15375749.27,4989824.717,15372749.27,4989824.717,63515106.93,0,0,0,8617.734969,8617.734969,0,0,0,0,1.169254994,,0.00013568,,0.00013568,0,1,0,1,8617.734969,8617.734969,8617.734969,0,0,0,0,0,0
15372749.27,4989824.717,15375749.27,4989824.717,15375749.27,4986824.717,15372749.27,4986824.717,63515106.93,0,0,0,5037.109544,5037.109544,0,0,0,0,0.399471461,,7.93E-05,,7.93E-05,0,1,0,1,5037.109544,5037.109544,5037.109544,0,0,0,0,0,0
15372749.27,4986824.717,15375749.27,4986824.717,15375749.27,4983824.717,15372749.27,4983824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,4983824.717,15375749.27,4983824.717,15375749.27,4980824.717,15372749.27,4980824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,4980824.717,15375749.27,4980824.717,15375749.27,4977824.717,15372749.27,4977824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,4977824.717,15375749.27,4977824.717,15375749.27,4974824.717,15372749.27,4974824.717,63515106.93,0,0,0,7598.419193,7598.419193,0,0,0,0,0.909011683,,0.000119632,,0.000119632,0,1,0,1,7598.419193,7598.419193,7598.419193,0,0,0,0,0,0
15372749.27,4974824.717,15375749.27,4974824.717,15375749.27,4971824.717,15372749.27,4971824.717,63515106.93,0,0,0,8996.746648,8996.746648,0,0,0,0,1.274365331,,0.000141647,,0.000141647,0,1,0,1,8996.746648,8996.746648,8996.746648,0,0,0,0,0,0
15372749.27,4971824.717,15375749.27,4971824.717,15375749.27,4968824.717,15372749.27,4968824.717,63515106.93,0,0,0,7921.197062,7921.197062,0,0,0,0,0.98788093,,0.000124714,,0.000124714,0,1,0,1,7921.197062,7921.197062,7921.197062,0,0,0,0,0,0
15372749.27,4968824.717,15375749.27,4968824.717,15375749.27,4965824.717,15372749.27,4965824.717,63515106.93,0,0,0,1777.370461,1777.370461,0,0,0,0,0.049736919,,2.80E-05,,2.80E-05,0,1,0,1,1777.370461,1777.370461,1777.370461,0,0,0,0,0,0
15372749.27,4965824.717,15375749.27,4965824.717,15375749.27,4962824.717,15372749.27,4962824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,4962824.717,15375749.27,4962824.717,15375749.27,4959824.717,15372749.27,4959824.717,63515106.93,0,0,0,5013.399033,5013.399033,0,0,0,0,0.395719555,,7.89E-05,,7.89E-05,0,1,0,1,5013.399033,5013.399033,5013.399033,0,0,0,0,0,0
15372749.27,4959824.717,15375749.27,4959824.717,15375749.27,4956824.717,15372749.27,4956824.717,63515106.93,0,0,0,8415.407321,8415.407321,0,0,0,0,1.114995846,,0.000132495,,0.000132495,0,1,0,1,8415.407321,8415.407321,8415.407321,0,0,0,0,0,0
15372749.27,4956824.717,15375749.27,4956824.717,15375749.27,4953824.717,15372749.27,4953824.717,63515106.93,0,0,0,8914.742613,8914.742613,0,0,0,0,1.251239897,,0.000140356,,0.000140356,0,1,0,1,8914.742613,8914.742613,8914.742613,0,0,0,0,0,0
15372749.27,4953824.717,15375749.27,4953824.717,15375749.27,4950824.717,15372749.27,4950824.717,63515106.93,0,0,0,7106.427117,7106.427117,0,0,0,0,0.795107004,,0.000111886,,0.000111886,0,1,0,1,7106.427117,7106.427117,7106.427117,0,0,0,0,0,0
15372749.27,4950824.717,15375749.27,4950824.717,15375749.27,4947824.717,15372749.27,4947824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,4947824.717,15375749.27,4947824.717,15375749.27,4944824.717,15372749.27,4944824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15372749.27,4944824.717,15375749.27,4944824.717,15375749.27,4941824.717,15372749.27,4941824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5124824.717,15378749.27,5124824.717,15378749.27,5121824.717,15375749.27,5121824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5121824.717,15378749.27,5121824.717,15378749.27,5118824.717,15375749.27,5118824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5118824.717,15378749.27,5118824.717,15378749.27,5115824.717,15375749.27,5115824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5115824.717,15378749.27,5115824.717,15378749.27,5112824.717,15375749.27,5112824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5112824.717,15378749.27,5112824.717,15378749.27,5109824.717,15375749.27,5109824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5109824.717,15378749.27,5109824.717,15378749.27,5106824.717,15375749.27,5106824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5106824.717,15378749.27,5106824.717,15378749.27,5103824.717,15375749.27,5103824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5103824.717,15378749.27,5103824.717,15378749.27,5100824.717,15375749.27,5100824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5100824.717,15378749.27,5100824.717,15378749.27,5097824.717,15375749.27,5097824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5097824.717,15378749.27,5097824.717,15378749.27,5094824.717,15375749.27,5094824.717,63515106.93,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375749.27,5094824.717,15378749.27,5094824.717,15378749.27,5091824.717,15375749.27,5091824.717,63515106.93,0,0,0,4107.014272,4107.014272,0,0,0,0,0.265567785,,6.47E-05,,6.47E-05,0,1,0,1,4107.014272,4107.014272,4107.014272,0,0,0,0,0,0
15375749.27,5091824.717,15378749.27,5091824.717,15378749.27,5088824.717,15375749.27,5088824.717,63515106.93,0,0,0,6372.763474,6372.763474,0,0,0,0,0.639408737,,0.000100335,,0.000100335,0,1,0,1,6372.763474,6372.763474,6372.763474,0,0,0,0,0,0
15375749.27,5088824.717,15378749.27,5088824.717,15378749.27,5085824.717,15375749.27,5085824.717,63515106.93,0,0,0,7620.773716,7620.773716,0,0,0,0,0.914368169,,0.000119984,,0.000119984,0,1,0,1,7620.773716,7620.773716,7620.773716,0,0,0,0,0,0
15375749.27,5085824.717,15378749.27,5085824.717,15378749.27,5082824.717,15375749.27,5082824.717,63515106.93,0,0,0,8213.438239,8213.438239,0,0,0,0,1.062118462,,0.000129315,,0.000129315,0,1,0,1,8213.438239,8213.438239,8213.438239,0,0,0,0,0,0
15375749.27,5082824.717,15378749.27,5082824.717,15378749.27,5079824.717,15375749.27,5079824.717,63515106.93,7.87E-09,7.87E-09,19770.52826,1107.843459,8777.420669,0,0,0,3.077014323,0.769253581,,0.000155636,,0.000155636,0.5,2,0.5,2,4942.632064,1107.843459,8777.420669,0,0,1,0,7.87E-09,31757553.47
15375749.27,5079824.717,15378749.27,5079824.717,15378749.27,5076824.717,15375749.27,5076824.717,63515106.93,7.87E-09,7.87E-09,23890.56194,2726.244484,9219.036485,0,0,0,4.493096031,1.123274008,,0.00018807,,0.00018807,0.5,2,0.5,2,5972.640485,2726.244484,9219.036485,0,0,1,0,7.87E-09,31757553.47
15375749.27,5076824.717,15378749.27,5076824.717,15378749.27,5073824.717,15375749.27,5073824.717,63515106.93,1.57E-08,1.57E-08,11879.49674,1535.905022,8601.272892,0,0,0,2.221872082,0.740624027,,0.000187034,,0.000187034,1,3,1,3,3959.832248,1535.905022,8601.272892,0,0,1,0,1.57E-08,63515106.93
15375749.27,5073824.717,15378749.27,5073824.717,15378749.27,5070824.717,15375749.27,5070824.717,63515106.93,7.87E-09,7.87E-09,17079.2148,1871.288912,6668.31849,0,0,0,2.296300773,0.574075193,,0.00013445,,0.00013445,0.5,2,0.5,2,4269.803701,1871.288912,6668.31849,0,0,1,0,7.87E-09,31757553.47
15375749.27,5070824.717,15378749.27,5070824.717,15378749.27,5067824.717,15375749.27,5067824.717,63515106.93,1.57E-08,1.57E-08,3632.182981,284.7805641,3347.402417,0,0,0,0.207710478,0.103855239,,5.72E-05,,5.72E-05,1,2,1,2,1816.091491,284.7805641,3347.402417,0,0,1,0,1.57E-08,63515106.93
15375749.27,5067824.717,15378749.27,5067824.717,15378749.27,5064824.717,15375749.27,5064824.717,63515106.93,7.87E-09,7.87E-09,10129.12631,5064.563153,5064.563153,0,0,0,0.807675565,0.403837782,,7.97E-05,,7.97E-05,0.5,1,0.5,1,5064.563153,5064.563153,5064.563153,0,0,1,0,7.87E-09,31757553.47
15375749.27,5064824.717,15378749.27,5064824.717,15378749.27,5061824.717,15375749.27,5061824.717,63515106.93,7.87E-09,7.87E-09,17583.13648,4044.066805,4747.501435,0,0,0,2.433804361,0.60845109,,0.000138417,,0.000138417,0.5,2,0.5,2,4395.78412,4044.066805,4747.501435,0,0,1,0,7.87E-09,31757553.47
15375749.27,5061824.717,15378749.27,5061824.717,15378749.27,5058824.717,15375749.27,5058824.717,63515106.93,7.87E-09,7.87E-09,21138.11837,1806.504017,8762.555167,0,0,0,3.517431283,0.879357821,,0.000166402,,0.000166402,0.5,2,0.5,2,5284.529592,1806.504017,8762.555167,0,0,1,0,7.87E-09,31757553.47
15375749.27,5058824.717,15378749.27,5058824.717,15378749.27,5055824.717,15375749.27,5055824.717,63515106.93,5.51E-08,2.36E-08,6148.464844,637.666577,8073.098326,1.714285714,2.666666667,3.15E-08,2.083168496,1.822772434,,0.000338811,,0.000338811,3.5,6,1.5,4,5379.906739,1338.734187,8073.098326,0.571428571,1.333333333,6.333333333,2,6.000000008,31757555.47
